Hour,Latitude,Longitude,Pm 2.5
7,28.6347,77.3046,63.75
8,28.6347,77.3046,69.25
9,28.6347,77.3046,82
10,28.6347,77.3046,89.5
11,28.6347,77.3046,80.5
12,28.6347,77.3046,66.75
13,28.6347,77.3046,63.5
14,28.6347,77.3046,57.25
15,28.6347,77.3046,59
16,28.6347,77.3046,49.75
17,28.6347,77.3046,38.75
18,28.6347,77.3046,37.75
19,28.6347,77.3046,51.75
20,28.6347,77.3046,74.75
21,28.6347,77.3046,95.5
22,28.6347,77.3046,104.25
23,28.6347,77.3046,97.25
0,28.6347,77.3046,96.5
1,28.6347,77.3046,113.25
2,28.6347,77.3046,120.75
3,28.6347,77.3046,116.5
4,28.6347,77.3046,123.5
5,28.6347,77.3046,131
6,28.6347,77.3046,157.5
7,28.6347,77.3046,145
8,28.6347,77.3046,108.25
9,28.6347,77.3046,102.25
10,28.6347,77.3046,120.5
11,28.6347,77.3046,123
12,28.6347,77.3046,107.5
13,28.6347,77.3046,96.75
14,28.6347,77.3046,66
15,28.6347,77.3046,54
16,28.6347,77.3046,45.25
17,28.6347,77.3046,47
18,28.6347,77.3046,56.25
19,28.6347,77.3046,82.5
20,28.6347,77.3046,122
21,28.6347,77.3046,137.25
22,28.6347,77.3046,160.5
23,28.6347,77.3046,183.25
0,28.6347,77.3046,178.75
1,28.6347,77.3046,158.5
2,28.6347,77.3046,146
3,28.6347,77.3046,152
4,28.6347,77.3046,174.75
5,28.6347,77.3046,224.5
6,28.6347,77.3046,265.75
7,28.6347,77.3046,306.75
8,28.6347,77.3046,290.75
9,28.6347,77.3046,285.25
10,28.6347,77.3046,226.5
11,28.6347,77.3046,154.75
12,28.6347,77.3046,91.5
13,28.6347,77.3046,70.25
14,28.6347,77.3046,53.5
15,28.6347,77.3046,43.25
16,28.6347,77.3046,34.75
17,28.6347,77.3046,35.25
18,28.6347,77.3046,42.5
19,28.6347,77.3046,59
20,28.6347,77.3046,85.25
21,28.6347,77.3046,110.5
22,28.6347,77.3046,111.5
23,28.6347,77.3046,108
0,28.6347,77.3046,102
1,28.6347,77.3046,103.25
2,28.6347,77.3046,106
3,28.6347,77.3046,107.75
4,28.6347,77.3046,131.5
5,28.6347,77.3046,160.25
6,28.6347,77.3046,159.5
7,28.6347,77.3046,155.75
8,28.6347,77.3046,163.25
9,28.6347,77.3046,169.25
10,28.6347,77.3046,136.25
11,28.6347,77.3046,118.5
12,28.6347,77.3046,92.5
13,28.6347,77.3046,68.5
14,28.6347,77.3046,51.5
15,28.6347,77.3046,41.25
16,28.6347,77.3046,43.25
17,28.6347,77.3046,49.25
18,28.6347,77.3046,60.75
19,28.6347,77.3046,84.75
20,28.6347,77.3046,113
21,28.6347,77.3046,112.75
22,28.6347,77.3046,127
23,28.6347,77.3046,147
0,28.6347,77.3046,153.5
1,28.6347,77.3046,154
2,28.6347,77.3046,151.25
3,28.6347,77.3046,154.75
4,28.6347,77.3046,164.5
5,28.6347,77.3046,166.75
6,28.6347,77.3046,160.75
7,28.6347,77.3046,169.25
8,28.6347,77.3046,191.25
9,28.6347,77.3046,189
10,28.6347,77.3046,138.75
11,28.6347,77.3046,91.5
12,28.6347,77.3046,74.5
13,28.6347,77.3046,66.5
14,28.6347,77.3046,76.5
15,28.6347,77.3046,79
16,28.6347,77.3046,66.25
17,28.6347,77.3046,75
18,28.6347,77.3046,83.25
19,28.6347,77.3046,91.5
20,28.6347,77.3046,97.5
21,28.6347,77.3046,100.25
22,28.6347,77.3046,93.75
23,28.6347,77.3046,89.75
0,28.6347,77.3046,87.75
1,28.6347,77.3046,83
2,28.6347,77.3046,82.75
3,28.6347,77.3046,93.5
4,28.6347,77.3046,104.25
5,28.6347,77.3046,114
6,28.6347,77.3046,115.75
7,28.6347,77.3046,120.25
8,28.6347,77.3046,115.5
9,28.6347,77.3046,105.25
10,28.6347,77.3046,95.5
11,28.6347,77.3046,88
12,28.6347,77.3046,78.75
13,28.6347,77.3046,74.25
14,28.6347,77.3046,61.25
15,28.6347,77.3046,56.75
16,28.6347,77.3046,56.75
17,28.6347,77.3046,52.75
18,28.6347,77.3046,64.5
19,28.6347,77.3046,81.5
20,28.6347,77.3046,104
21,28.6347,77.3046,113.75
22,28.6347,77.3046,114.5
23,28.6347,77.3046,114.5
0,28.6347,77.3046,122.75
1,28.6347,77.3046,104.25
2,28.6347,77.3046,95.75
3,28.6347,77.3046,86.5
4,28.6347,77.3046,60.5
5,28.6347,77.3046,56.25
6,28.6347,77.3046,43.25
7,28.6347,77.3046,29.25
8,28.6347,77.3046,33.5
9,28.6347,77.3046,43
10,28.6347,77.3046,42
11,28.6347,77.3046,44.25
12,28.6347,77.3046,31.5
13,28.6347,77.3046,25
14,28.6347,77.3046,19
15,28.6347,77.3046,23
16,28.6347,77.3046,29
17,28.6347,77.3046,11.75
18,28.6347,77.3046,16.5
19,28.6347,77.3046,27
20,28.6347,77.3046,35.75
21,28.6347,77.3046,38.75
22,28.6347,77.3046,49.25
23,28.6347,77.3046,48.25
0,28.6347,77.3046,49.5
1,28.6347,77.3046,41.5
2,28.6347,77.3046,45.25
3,28.6347,77.3046,54.75
4,28.6347,77.3046,37
5,28.6347,77.3046,42.75
6,28.6347,77.3046,48.25
7,28.6347,77.3046,44.5
8,28.6347,77.3046,57.75
9,28.6347,77.3046,55.75
10,28.6347,77.3046,51.5
11,28.6347,77.3046,51.5
12,28.6347,77.3046,51
13,28.6347,77.3046,37.5
14,28.6347,77.3046,45.25
15,28.6347,77.3046,52.5
16,28.6347,77.3046,45
0,28.6516,77.1582,207.39
1,28.6516,77.1582,142.69
2,28.6516,77.1582,174.33
3,28.6516,77.1582,163.84
4,28.6516,77.1582,161.4
5,28.6516,77.1582,175.97
6,28.6516,77.1582,150.61
7,28.6516,77.1582,218.56
8,28.6516,77.1582,218.73
9,28.6516,77.1582,230.59
10,28.6516,77.1582,213.27
11,28.6516,77.1582,186.62
12,28.6516,77.1582,156.95
13,28.6516,77.1582,84.62
14,28.6516,77.1582,90.39
15,28.6516,77.1582,68.49
16,28.6516,77.1582,48.3
17,28.6516,77.1582,70.88
18,28.6516,77.1582,74.72
19,28.6516,77.1582,114.84
20,28.6516,77.1582,146.39
21,28.6516,77.1582,163.63
22,28.6516,77.1582,198.4
23,28.6516,77.1582,217.02
0,28.6516,77.1582,215.56
1,28.6516,77.1582,164.5
2,28.6516,77.1582,229.15
3,28.6516,77.1582,198.93
4,28.6516,77.1582,175.26
5,28.6516,77.1582,180.24
6,28.6516,77.1582,190.01
7,28.6516,77.1582,249.98
8,28.6516,77.1582,289.75
9,28.6516,77.1582,333.41
10,28.6516,77.1582,287.93
11,28.6516,77.1582,222.69
12,28.6516,77.1582,186.02
13,28.6516,77.1582,141.75
14,28.6516,77.1582,103.68
15,28.6516,77.1582,99.82
16,28.6516,77.1582,59.66
17,28.6516,77.1582,48.39
18,28.6516,77.1582,113.17
19,28.6516,77.1582,111.51
20,28.6516,77.1582,147.72
21,28.6516,77.1582,152.25
22,28.6516,77.1582,144.33
23,28.6516,77.1582,156.4
0,28.6516,77.1582,155.17
1,28.6516,77.1582,113.55
2,28.6516,77.1582,145.8
3,28.6516,77.1582,149.77
4,28.6516,77.1582,192.82
5,28.6516,77.1582,238
6,28.6516,77.1582,240.93
7,28.6516,77.1582,212.46
8,28.6516,77.1582,187.16
9,28.6516,77.1582,214.96
10,28.6516,77.1582,214.24
11,28.6516,77.1582,194.19
12,28.6516,77.1582,161.9
13,28.6516,77.1582,131.75
14,28.6516,77.1582,66.58
15,28.6516,77.1582,86.47
16,28.6516,77.1582,62.43
17,28.6516,77.1582,65.55
18,28.6516,77.1582,105.76
19,28.6516,77.1582,91.96
20,28.6516,77.1582,160
21,28.6516,77.1582,130.54
22,28.6516,77.1582,106.39
23,28.6516,77.1582,116.5
0,28.6516,77.1582,98.71
1,28.6516,77.1582,53.83
2,28.6516,77.1582,88.61
3,28.6516,77.1582,114.35
4,28.6516,77.1582,79.13
5,28.6516,77.1582,78.65
6,28.6516,77.1582,77.5
7,28.6516,77.1582,118.56
8,28.6516,77.1582,133.54
9,28.6516,77.1582,162.65
10,28.6516,77.1582,146.04
11,28.6516,77.1582,98.95
12,28.6516,77.1582,106.77
13,28.6516,77.1582,61.91
14,28.6516,77.1582,71.12
15,28.6516,77.1582,36.19
16,28.6516,77.1582,55.21
17,28.6516,77.1582,70.5
18,28.6516,77.1582,63.03
19,28.6516,77.1582,56.46
20,28.6516,77.1582,57.97
21,28.6516,77.1582,74.14
22,28.6516,77.1582,83.7
23,28.6516,77.1582,97.55
0,28.6516,77.1582,64.71
1,28.6516,77.1582,36.09
2,28.6516,77.1582,71.7
3,28.6516,77.1582,69.5
4,28.6516,77.1582,66.76
5,28.6516,77.1582,97.03
6,28.6516,77.1582,88.76
7,28.6516,77.1582,121.63
8,28.6516,77.1582,143.73
9,28.6516,77.1582,136.48
10,28.6516,77.1582,92.03
11,28.6516,77.1582,86.34
12,28.6516,77.1582,51.29
13,28.6516,77.1582,44.17
14,28.6516,77.1582,29.91
15,28.6516,77.1582,68.47
16,28.6516,77.1582,60.36
17,28.6516,77.1582,76.69
18,28.6516,77.1582,39.87
19,28.6516,77.1582,51.7
20,28.6516,77.1582,45.58
21,28.6516,77.1582,73.29
22,28.6516,77.1582,42.36
23,28.6516,77.1582,51.63
0,28.6516,77.1582,63.81
1,28.6516,77.1582,34.77
2,28.6516,77.1582,20.16
3,28.6516,77.1582,49.04
4,28.6516,77.1582,44.43
5,28.6516,77.1582,73.24
6,28.6516,77.1582,40.3
7,28.6516,77.1582,92.23
8,28.6516,77.1582,69.47
9,28.6516,77.1582,106.77
10,28.6516,77.1582,56.46
11,28.6516,77.1582,66.34
12,28.6516,77.1582,82.51
13,28.6516,77.1582,93.64
14,28.6516,77.1582,48.55
15,28.6516,77.1582,39.28
16,28.6516,77.1582,72.38
17,28.6516,77.1582,39.9
18,28.6516,77.1582,49.27
19,28.6516,77.1582,28.97
20,28.6516,77.1582,114.9
21,28.6516,77.1582,120.69
22,28.6516,77.1582,94.22
23,28.6516,77.1582,79.69
0,28.6516,77.1582,126.83
1,28.6516,77.1582,107.44
2,28.6516,77.1582,54.35
3,28.6516,77.1582,99.2
4,28.6516,77.1582,99.64
5,28.6516,77.1582,142.51
6,28.6516,77.1582,92.24
7,28.6516,77.1582,144.78
8,28.6516,77.1582,178.93
9,28.6516,77.1582,162.64
10,28.6516,77.1582,104.8
11,28.6516,77.1582,128.7
12,28.6516,77.1582,108.84
13,28.6516,77.1582,56.28
14,28.6516,77.1582,90.23
15,28.6516,77.1582,85.27
16,28.6516,77.1582,45.32
17,28.6516,77.1582,25.51
18,28.6516,77.1582,35.4
19,28.6516,77.1582,87.67
20,28.6516,77.1582,133.38
21,28.6516,77.1582,168.27
22,28.6516,77.1582,102.68
23,28.6516,77.1582,179.87
0,28.6516,77.1582,179.65
1,28.6516,77.1582,180.66
2,28.6516,77.1582,133
3,28.6516,77.1582,204.2
4,28.6516,77.1582,250.05
5,28.6516,77.1582,260.26
6,28.6516,77.1582,156.84
7,28.6516,77.1582,205.49
8,28.6516,77.1582,302.9
9,28.6516,77.1582,292.36
10,28.6516,77.1582,248.29
11,28.6516,77.1582,225.17
12,28.6516,77.1582,185.19
13,28.6516,77.1582,130.35
14,28.6516,77.1582,84.09
15,28.6516,77.1582,65.87
16,28.6516,77.1582,63.03
17,28.6516,77.1582,60.74
18,28.6516,77.1582,45.86
19,28.6516,77.1582,56.79
20,28.6516,77.1582,97.49
21,28.6516,77.1582,147.61
22,28.6516,77.1582,160.1
23,28.6516,77.1582,125.99
0,28.6516,77.1582,141.35
1,28.6516,77.1582,178.62
2,28.6516,77.1582,154.18
3,28.6516,77.1582,152.67
4,28.6516,77.1582,252.1
5,28.6516,77.1582,268.46
6,28.6516,77.1582,214.9
7,28.6516,77.1582,204.68
8,28.6516,77.1582,214.44
9,28.6516,77.1582,211.43
10,28.6516,77.1582,164.54
11,28.6516,77.1582,108.94
12,28.6516,77.1582,93.37
13,28.6516,77.1582,47.01
14,28.6516,77.1582,30.69
15,28.6516,77.1582,21.96
16,28.6516,77.1582,35.57
17,28.6516,77.1582,70.46
18,28.6516,77.1582,58.36
19,28.6516,77.1582,62.33
20,28.6516,77.1582,148.01
21,28.6516,77.1582,169.31
22,28.6516,77.1582,204.85
23,28.6516,77.1582,171.01
0,28.6516,77.1582,221.86
1,28.6516,77.1582,131.68
2,28.6516,77.1582,177.6
3,28.6516,77.1582,190.69
4,28.6516,77.1582,180.8
5,28.6516,77.1582,175.56
6,28.6516,77.1582,159.74
7,28.6516,77.1582,147.66
8,28.6516,77.1582,112.21
9,28.6516,77.1582,205.04
10,28.6516,77.1582,186.05
11,28.6516,77.1582,173.32
12,28.6516,77.1582,112.1
13,28.6516,77.1582,85.05
14,28.6516,77.1582,63.97
15,28.6516,77.1582,417.87
16,28.6516,77.1582,388.78
17,28.6516,77.1582,230.64
18,28.6516,77.1582,149.16
19,28.6516,77.1582,127.35
20,28.6516,77.1582,129.96
21,28.6516,77.1582,122.6
22,28.6516,77.1582,68.21
23,28.6516,77.1582,80.16
0,28.6516,77.1582,102.23
1,28.6516,77.1582,74.7
2,28.6516,77.1582,49.97
3,28.6516,77.1582,31.19
4,28.6516,77.1582,66.01
5,28.6516,77.1582,75.56
6,28.6516,77.1582,40.66
7,28.6516,77.1582,64.79
8,28.6516,77.1582,114.67
9,28.6516,77.1582,84.28
10,28.6516,77.1582,64.91
12,28.6516,77.1582,69.66
13,28.6516,77.1582,72.49
14,28.6516,77.1582,45.21
15,28.6516,77.1582,36.43
16,28.6516,77.1582,48.61
17,28.6516,77.1582,57.37
18,28.6516,77.1582,46.28
19,28.6516,77.1582,28.43
20,28.6516,77.1582,75
21,28.6516,77.1582,111.38
22,28.6516,77.1582,111.16
23,28.6516,77.1582,63.33
0,28.6516,77.1582,148.53
1,28.6516,77.1582,80.92
2,28.6516,77.1582,60.84
3,28.6516,77.1582,66.19
4,28.6516,77.1582,91.88
5,28.6516,77.1582,57.32
6,28.6516,77.1582,49.02
7,28.6516,77.1582,62.12
8,28.6516,77.1582,63
9,28.6516,77.1582,86.36
10,28.6516,77.1582,44.27
11,28.6516,77.1582,26.18
12,28.6516,77.1582,32.5
13,28.6516,77.1582,19.11
14,28.6516,77.1582,22.18
15,28.6516,77.1582,30.01
16,28.6516,77.1582,25.48
17,28.6516,77.1582,46.85
18,28.6516,77.1582,38.8
19,28.6516,77.1582,46.85
20,28.6516,77.1582,41.34
21,28.6516,77.1582,62.02
22,28.6516,77.1582,51.2
23,28.6516,77.1582,88.04
0,28.6516,77.1582,50
1,28.6516,77.1582,30.26
2,28.6516,77.1582,68.06
3,28.6516,77.1582,45.23
4,28.6516,77.1582,55.22
5,28.6516,77.1582,51.56
6,28.6516,77.1582,114.49
7,28.6516,77.1582,106.73
8,28.6516,77.1582,82.31
9,28.6516,77.1582,65
10,28.6516,77.1582,98.44
11,28.6516,77.1582,99
12,28.6516,77.1582,65.83
13,28.6516,77.1582,42.03
14,28.6516,77.1582,60.95
15,28.6516,77.1582,59.25
16,28.6516,77.1582,37.7
0,28.472,77.1329,178.97
1,28.472,77.1329,172.74
2,28.472,77.1329,141.61
3,28.472,77.1329,157.62
4,28.472,77.1329,170.49
5,28.472,77.1329,167.4
6,28.472,77.1329,145.89
7,28.472,77.1329,192.09
8,28.472,77.1329,234.41
9,28.472,77.1329,155.82
10,28.472,77.1329,111.87
11,28.472,77.1329,89.69
12,28.472,77.1329,73.42
13,28.472,77.1329,95.58
14,28.472,77.1329,76.6
15,28.472,77.1329,55.41
16,28.472,77.1329,72.26
17,28.472,77.1329,77.67
18,28.472,77.1329,88.55
19,28.472,77.1329,92.97
20,28.472,77.1329,95.32
21,28.472,77.1329,104.59
22,28.472,77.1329,145.05
23,28.472,77.1329,150.96
0,28.472,77.1329,169.05
1,28.472,77.1329,133
2,28.472,77.1329,139.83
3,28.472,77.1329,201.73
4,28.472,77.1329,199.78
5,28.472,77.1329,181.39
6,28.472,77.1329,159.23
7,28.472,77.1329,209.39
8,28.472,77.1329,223.05
9,28.472,77.1329,231.74
10,28.472,77.1329,130.93
11,28.472,77.1329,82
12,28.472,77.1329,79.1
13,28.472,77.1329,77.63
14,28.472,77.1329,108.82
15,28.472,77.1329,79.62
16,28.472,77.1329,67.57
17,28.472,77.1329,81.24
18,28.472,77.1329,87.26
19,28.472,77.1329,81.49
20,28.472,77.1329,84.39
21,28.472,77.1329,107.76
22,28.472,77.1329,157.05
23,28.472,77.1329,165.55
0,28.472,77.1329,176.15
1,28.472,77.1329,157.01
2,28.472,77.1329,160.99
3,28.472,77.1329,206.43
4,28.472,77.1329,189.28
5,28.472,77.1329,197.51
6,28.472,77.1329,216.78
7,28.472,77.1329,163.63
8,28.472,77.1329,164.05
9,28.472,77.1329,152.89
10,28.472,77.1329,67.33
11,28.472,77.1329,76.36
12,28.472,77.1329,92.64
13,28.472,77.1329,83.3
14,28.472,77.1329,70.26
15,28.472,77.1329,57.7
16,28.472,77.1329,95.82
17,28.472,77.1329,98.53
18,28.472,77.1329,96.59
19,28.472,77.1329,95.13
20,28.472,77.1329,102.66
21,28.472,77.1329,88.45
22,28.472,77.1329,60.08
23,28.472,77.1329,43.16
0,28.472,77.1329,60.37
1,28.472,77.1329,98.89
2,28.472,77.1329,76.94
3,28.472,77.1329,57.7
4,28.472,77.1329,35.39
5,28.472,77.1329,54.18
6,28.472,77.1329,70.76
7,28.472,77.1329,72.93
8,28.472,77.1329,52.09
9,28.472,77.1329,33
10,28.472,77.1329,67.86
11,28.472,77.1329,75.29
12,28.472,77.1329,76.5
13,28.472,77.1329,52.01
14,28.472,77.1329,40.46
15,28.472,77.1329,57.51
16,28.472,77.1329,54.96
17,28.472,77.1329,47.51
18,28.472,77.1329,29.56
19,28.472,77.1329,48.41
20,28.472,77.1329,60.85
21,28.472,77.1329,45.56
22,28.472,77.1329,43.88
23,28.472,77.1329,32
0,28.472,77.1329,52.79
1,28.472,77.1329,74.87
2,28.472,77.1329,88.04
3,28.472,77.1329,79.25
4,28.472,77.1329,58.51
5,28.472,77.1329,76.6
6,28.472,77.1329,73.03
7,28.472,77.1329,91.4
8,28.472,77.1329,60.93
9,28.472,77.1329,51.1
10,28.472,77.1329,59.88
11,28.472,77.1329,87.87
12,28.472,77.1329,66.65
13,28.472,77.1329,38.46
14,28.472,77.1329,57.31
15,28.472,77.1329,74.37
16,28.472,77.1329,36.63
17,28.472,77.1329,30.86
18,28.472,77.1329,10.57
19,28.472,77.1329,5.56
20,28.472,77.1329,30.18
21,28.472,77.1329,64.34
22,28.472,77.1329,67.16
23,28.472,77.1329,53.19
0,28.472,77.1329,35.77
1,28.472,77.1329,42.25
2,28.472,77.1329,70.59
3,28.472,77.1329,46.54
4,28.472,77.1329,11.3
5,28.472,77.1329,19.96
6,28.472,77.1329,51.77
7,28.472,77.1329,45.9
8,28.472,77.1329,9.39
9,28.472,77.1329,5.5
10,28.472,77.1329,26.44
11,28.472,77.1329,78.63
12,28.472,77.1329,65.41
13,28.472,77.1329,39.95
14,28.472,77.1329,47.05
15,28.472,77.1329,64.24
16,28.472,77.1329,67.02
17,28.472,77.1329,32.4
18,28.472,77.1329,25.05
19,28.472,77.1329,24.41
20,28.472,77.1329,47.31
21,28.472,77.1329,65.98
22,28.472,77.1329,58.86
23,28.472,77.1329,77.55
0,28.472,77.1329,142.08
1,28.472,77.1329,162.68
2,28.472,77.1329,103.74
3,28.472,77.1329,62.09
4,28.472,77.1329,61.42
5,28.472,77.1329,54.71
6,28.472,77.1329,66.54
7,28.472,77.1329,71.31
8,28.472,77.1329,47.27
9,28.472,77.1329,45.24
10,28.472,77.1329,77.3
11,28.472,77.1329,78.77
12,28.472,77.1329,99
13,28.472,77.1329,96.59
14,28.472,77.1329,84.96
15,28.472,77.1329,46.54
16,28.472,77.1329,46.82
17,28.472,77.1329,49.51
18,28.472,77.1329,71.7
19,28.472,77.1329,82.14
20,28.472,77.1329,71.08
21,28.472,77.1329,71.44
22,28.472,77.1329,105.81
23,28.472,77.1329,122.73
0,28.472,77.1329,133.39
1,28.472,77.1329,137.54
2,28.472,77.1329,147.62
3,28.472,77.1329,178.46
4,28.472,77.1329,164.07
5,28.472,77.1329,148.2
6,28.472,77.1329,109.4
7,28.472,77.1329,88.85
8,28.472,77.1329,180.53
9,28.472,77.1329,149.94
10,28.472,77.1329,94.55
11,28.472,77.1329,51.2
12,28.472,77.1329,74.09
13,28.472,77.1329,93.58
14,28.472,77.1329,70.82
15,28.472,77.1329,51.58
16,28.472,77.1329,35.38
17,28.472,77.1329,48.18
18,28.472,77.1329,43.34
19,28.472,77.1329,39.04
20,28.472,77.1329,34.19
21,28.472,77.1329,55.52
22,28.472,77.1329,93.84
23,28.472,77.1329,101.05
0,28.472,77.1329,89.33
1,28.472,77.1329,66.9
2,28.472,77.1329,70.09
3,28.472,77.1329,68.53
4,28.472,77.1329,59.72
5,28.472,77.1329,36.02
6,28.472,77.1329,44.01
7,28.472,77.1329,43.11
8,28.472,77.1329,53.98
9,28.472,77.1329,63.36
10,28.472,77.1329,48.77
11,28.472,77.1329,50.85
12,28.472,77.1329,87.37
13,28.472,77.1329,64.82
14,28.472,77.1329,55.91
15,28.472,77.1329,58.45
16,28.472,77.1329,66.74
17,28.472,77.1329,48.29
18,28.472,77.1329,43.4
19,28.472,77.1329,39.88
20,28.472,77.1329,47.34
21,28.472,77.1329,57.68
22,28.472,77.1329,97.18
23,28.472,77.1329,112.23
0,28.472,77.1329,94.79
1,28.472,77.1329,62.87
2,28.472,77.1329,68.07
3,28.472,77.1329,62.17
4,28.472,77.1329,72.59
5,28.472,77.1329,49.32
6,28.472,77.1329,31.11
7,28.472,77.1329,90.38
8,28.472,77.1329,105.68
9,28.472,77.1329,116.39
10,28.472,77.1329,101.9
11,28.472,77.1329,56.22
12,28.472,77.1329,69.64
13,28.472,77.1329,44.88
14,28.472,77.1329,17.4
15,28.472,77.1329,12
17,28.472,77.1329,2.77
18,28.472,77.1329,10.18
19,28.472,77.1329,18.25
20,28.472,77.1329,10.55
21,28.472,77.1329,38.87
22,28.472,77.1329,51.34
23,28.472,77.1329,39.27
0,28.472,77.1329,34.55
1,28.472,77.1329,61.74
2,28.472,77.1329,65.35
3,28.472,77.1329,81.9
4,28.472,77.1329,73.23
5,28.472,77.1329,63.24
6,28.472,77.1329,60.8
7,28.472,77.1329,101.78
8,28.472,77.1329,107.23
9,28.472,77.1329,71.48
10,28.472,77.1329,59.32
11,28.472,77.1329,86.05
12,28.472,77.1329,74.51
13,28.472,77.1329,77.33
14,28.472,77.1329,53.74
15,28.472,77.1329,48.19
16,28.472,77.1329,61.54
17,28.472,77.1329,70.61
18,28.472,77.1329,65.65
19,28.472,77.1329,48.99
20,28.472,77.1329,63.95
21,28.472,77.1329,82.85
22,28.472,77.1329,87.34
23,28.472,77.1329,88.69
0,28.472,77.1329,71.47
1,28.472,77.1329,97.21
2,28.472,77.1329,99.12
3,28.472,77.1329,100.02
4,28.472,77.1329,82.76
5,28.472,77.1329,34.11
6,28.472,77.1329,24.43
7,28.472,77.1329,22.17
8,28.472,77.1329,24.09
9,28.472,77.1329,15.27
10,28.472,77.1329,13.69
11,28.472,77.1329,33.23
12,28.472,77.1329,56.37
13,28.472,77.1329,48.22
14,28.472,77.1329,21.74
15,28.472,77.1329,10.87
16,28.472,77.1329,18.17
17,28.472,77.1329,27.53
18,28.472,77.1329,14.85
19,28.472,77.1329,7.81
20,28.472,77.1329,14.87
21,28.472,77.1329,41.45
22,28.472,77.1329,49.33
23,28.472,77.1329,27.51
0,28.472,77.1329,21.58
1,28.472,77.1329,25.76
2,28.472,77.1329,47.01
3,28.472,77.1329,45.73
4,28.472,77.1329,20.35
5,28.472,77.1329,17.72
6,28.472,77.1329,37.05
7,28.472,77.1329,68.13
8,28.472,77.1329,57.14
9,28.472,77.1329,14.46
10,28.472,77.1329,26.75
11,28.472,77.1329,53.52
12,28.472,77.1329,72.84
13,28.472,77.1329,62.97
14,28.472,77.1329,54.41
15,28.472,77.1329,51.09
16,28.472,77.1329,64.36
0,28.572,77.0708,249.75
1,28.572,77.0708,250.5
2,28.572,77.0708,241.5
3,28.572,77.0708,262
4,28.572,77.0708,280.25
5,28.572,77.0708,264
6,28.572,77.0708,241
7,28.572,77.0708,248
8,28.572,77.0708,275
9,28.572,77.0708,304
10,28.572,77.0708,341
11,28.572,77.0708,301.75
12,28.572,77.0708,210.75
13,28.572,77.0708,149.5
14,28.572,77.0708,126.5
15,28.572,77.0708,113.75
16,28.572,77.0708,109.5
17,28.572,77.0708,118.75
18,28.572,77.0708,127.75
19,28.572,77.0708,157
20,28.572,77.0708,227.5
21,28.572,77.0708,288.75
22,28.572,77.0708,345.25
23,28.572,77.0708,386.75
0,28.572,77.0708,318.75
1,28.572,77.0708,313.5
2,28.572,77.0708,312.25
3,28.572,77.0708,318.75
4,28.572,77.0708,301.5
5,28.572,77.0708,277.5
6,28.572,77.0708,272
7,28.572,77.0708,270
8,28.572,77.0708,280.25
9,28.572,77.0708,326.25
10,28.572,77.0708,385.5
11,28.572,77.0708,311.75
12,28.572,77.0708,192
13,28.572,77.0708,128
14,28.572,77.0708,114.5
15,28.572,77.0708,109
16,28.572,77.0708,105.75
17,28.572,77.0708,109.5
18,28.572,77.0708,128
19,28.572,77.0708,169.25
20,28.572,77.0708,253
21,28.572,77.0708,275.5
22,28.572,77.0708,291.75
23,28.572,77.0708,261.25
0,28.572,77.0708,227.75
1,28.572,77.0708,244.5
2,28.572,77.0708,280.5
3,28.572,77.0708,276.25
4,28.572,77.0708,255.5
5,28.572,77.0708,259.75
6,28.572,77.0708,228.5
7,28.572,77.0708,260.25
8,28.572,77.0708,307.5
9,28.572,77.0708,302.5
10,28.572,77.0708,261.5
11,28.572,77.0708,207.5
12,28.572,77.0708,146.25
13,28.572,77.0708,108.25
14,28.572,77.0708,102.5
15,28.572,77.0708,110.75
16,28.572,77.0708,113.25
17,28.572,77.0708,113.25
18,28.572,77.0708,117.75
19,28.572,77.0708,149.25
20,28.572,77.0708,201.25
21,28.572,77.0708,251.5
22,28.572,77.0708,228.5
23,28.572,77.0708,200.5
0,28.572,77.0708,204.25
1,28.572,77.0708,215
2,28.572,77.0708,221.25
3,28.572,77.0708,212.25
4,28.572,77.0708,231
5,28.572,77.0708,208
6,28.572,77.0708,201.5
7,28.572,77.0708,215.25
8,28.572,77.0708,184.25
9,28.572,77.0708,191.5
10,28.572,77.0708,162.25
11,28.572,77.0708,114.5
12,28.572,77.0708,88.25
13,28.572,77.0708,92.25
14,28.572,77.0708,83.25
15,28.572,77.0708,77.25
16,28.572,77.0708,64.75
17,28.572,77.0708,62.75
18,28.572,77.0708,76.5
19,28.572,77.0708,95.25
20,28.572,77.0708,72.25
21,28.572,77.0708,67.75
22,28.572,77.0708,81.25
23,28.572,77.0708,87.5
0,28.572,77.0708,86
1,28.572,77.0708,86.5
2,28.572,77.0708,87.5
3,28.572,77.0708,87.25
4,28.572,77.0708,91
5,28.572,77.0708,91.75
6,28.572,77.0708,94.75
7,28.572,77.0708,106.5
8,28.572,77.0708,145.75
9,28.572,77.0708,170
10,28.572,77.0708,138.75
11,28.572,77.0708,111.25
12,28.572,77.0708,94
18,28.572,77.0708,94
19,28.572,77.0708,61
20,28.572,77.0708,58.25
21,28.572,77.0708,52
22,28.572,77.0708,94
23,28.572,77.0708,123.25
0,28.572,77.0708,123.5
1,28.572,77.0708,160
2,28.572,77.0708,129.75
3,28.572,77.0708,119.25
4,28.572,77.0708,135
5,28.572,77.0708,128
6,28.572,77.0708,112.75
7,28.572,77.0708,133.75
8,28.572,77.0708,144.5
