Hour,Latitude,Longitude,Pm 2.5
11,28.792,77.1331,135
12,28.792,77.1331,123.75
13,28.792,77.1331,87.75
14,28.792,77.1331,80
15,28.792,77.1331,75.75
16,28.792,77.1331,72
17,28.792,77.1331,74.75
18,28.792,77.1331,87.25
19,28.792,77.1331,107.5
20,28.792,77.1331,141
21,28.792,77.1331,190.75
22,28.792,77.1331,238
23,28.792,77.1331,226.25
0,28.792,77.1331,215
1,28.792,77.1331,218.25
2,28.792,77.1331,245.5
3,28.792,77.1331,207.25
4,28.792,77.1331,175
5,28.792,77.1331,164.5
6,28.792,77.1331,166.25
7,28.792,77.1331,189.25
8,28.792,77.1331,205.75
9,28.792,77.1331,221.5
10,28.792,77.1331,215.25
11,28.792,77.1331,142.5
12,28.792,77.1331,100.5
13,28.792,77.1331,95
14,28.792,77.1331,87.75
15,28.792,77.1331,75
16,28.792,77.1331,75.75
17,28.792,77.1331,81.5
18,28.792,77.1331,97.25
19,28.792,77.1331,119.75
20,28.792,77.1331,145.75
21,28.792,77.1331,177
22,28.792,77.1331,225.25
23,28.792,77.1331,240.5
0,28.792,77.1331,222.75
1,28.792,77.1331,192.5
2,28.792,77.1331,171.75
3,28.792,77.1331,195.5
4,28.792,77.1331,220.75
5,28.792,77.1331,208
6,28.792,77.1331,196.75
7,28.792,77.1331,186.25
8,28.792,77.1331,183.75
9,28.792,77.1331,217
10,28.792,77.1331,227.5
11,28.792,77.1331,187.5
12,28.792,77.1331,150
13,28.792,77.1331,110.75
14,28.792,77.1331,101
15,28.792,77.1331,101
16,28.792,77.1331,101.25
17,28.792,77.1331,100.5
18,28.792,77.1331,96.25
19,28.792,77.1331,106
20,28.792,77.1331,142
21,28.792,77.1331,169
22,28.792,77.1331,166.5
23,28.792,77.1331,152.25
0,28.792,77.1331,110.75
1,28.792,77.1331,96.5
2,28.792,77.1331,109.5
3,28.792,77.1331,109.25
4,28.792,77.1331,113
5,28.792,77.1331,112.5
6,28.792,77.1331,110
7,28.792,77.1331,110.5
8,28.792,77.1331,120
9,28.792,77.1331,113
10,28.792,77.1331,95.75
11,28.792,77.1331,75.25
12,28.792,77.1331,58.75
13,28.792,77.1331,53.5
14,28.792,77.1331,62.25
15,28.792,77.1331,74.25
16,28.792,77.1331,68.5
17,28.792,77.1331,58
18,28.792,77.1331,65.5
19,28.792,77.1331,85.75
20,28.792,77.1331,82.25
21,28.792,77.1331,91.25
22,28.792,77.1331,86.5
23,28.792,77.1331,81.75
0,28.792,77.1331,93
1,28.792,77.1331,104
2,28.792,77.1331,120
3,28.792,77.1331,137.5
4,28.792,77.1331,94.75
5,28.792,77.1331,84.5
6,28.792,77.1331,102.75
7,28.792,77.1331,108.75
8,28.792,77.1331,109.75
9,28.792,77.1331,101
10,28.792,77.1331,81.5
11,28.792,77.1331,66.25
12,28.792,77.1331,59.75
13,28.792,77.1331,53.5
14,28.792,77.1331,44.25
15,28.792,77.1331,38
16,28.792,77.1331,36
17,28.792,77.1331,37.75
18,28.792,77.1331,37
19,28.792,77.1331,54
20,28.792,77.1331,69.5
21,28.792,77.1331,60.5
22,28.792,77.1331,61.25
23,28.792,77.1331,72.25
0,28.792,77.1331,90.75
1,28.792,77.1331,115.5
2,28.792,77.1331,138.25
3,28.792,77.1331,140.25
4,28.792,77.1331,142.5
5,28.792,77.1331,134.25
6,28.792,77.1331,120.75
7,28.792,77.1331,113.75
8,28.792,77.1331,109.75
9,28.792,77.1331,103
10,28.792,77.1331,102.75
11,28.792,77.1331,73
12,28.792,77.1331,64.5
13,28.792,77.1331,57
14,28.792,77.1331,57
15,28.792,77.1331,56.75
16,28.792,77.1331,56
17,28.792,77.1331,56
18,28.792,77.1331,68
19,28.792,77.1331,76
20,28.792,77.1331,105.75
21,28.792,77.1331,118.75
22,28.792,77.1331,111.5
23,28.792,77.1331,141.75
0,28.792,77.1331,183.75
1,28.792,77.1331,187.75
2,28.792,77.1331,188.5
3,28.792,77.1331,177.75
4,28.792,77.1331,186.75
5,28.792,77.1331,197.5
6,28.792,77.1331,227.25
7,28.792,77.1331,258
8,28.792,77.1331,319.75
9,28.792,77.1331,336.25
10,28.792,77.1331,280.5
11,28.792,77.1331,167
12,28.792,77.1331,131
13,28.792,77.1331,79
14,28.792,77.1331,57.25
15,28.792,77.1331,53.25
16,28.792,77.1331,47.5
17,28.792,77.1331,49.75
18,28.792,77.1331,61
19,28.792,77.1331,73
21,28.792,77.1331,272
22,28.792,77.1331,273.25
23,28.792,77.1331,256.75
0,28.792,77.1331,190.25
1,28.792,77.1331,174.5
2,28.792,77.1331,181.75
3,28.792,77.1331,195.75
4,28.792,77.1331,210.25
5,28.792,77.1331,199.25
6,28.792,77.1331,197.75
7,28.792,77.1331,236
8,28.792,77.1331,295.25
9,28.792,77.1331,292.5
10,28.792,77.1331,237
17,28.792,77.1331,133
18,28.792,77.1331,133
19,28.792,77.1331,110
20,28.792,77.1331,113.25
21,28.792,77.1331,129.5
22,28.792,77.1331,156.75
23,28.792,77.1331,181
0,28.792,77.1331,174
1,28.792,77.1331,148.75
2,28.792,77.1331,164
3,28.792,77.1331,168.75
4,28.792,77.1331,179
5,28.792,77.1331,192
6,28.792,77.1331,191
7,28.792,77.1331,212.5
8,28.792,77.1331,236.75
9,28.792,77.1331,228.25
10,28.792,77.1331,156.25
11,28.792,77.1331,132.75
12,28.792,77.1331,91.5
13,28.792,77.1331,75
14,28.792,77.1331,65
15,28.792,77.1331,60.25
16,28.792,77.1331,54.25
17,28.792,77.1331,55
18,28.792,77.1331,65.5
19,28.792,77.1331,80.75
20,28.792,77.1331,129.75
21,28.792,77.1331,193.75
22,28.792,77.1331,246.25
23,28.792,77.1331,282.25
0,28.792,77.1331,278
1,28.792,77.1331,249.25
2,28.792,77.1331,251.25
3,28.792,77.1331,223.5
4,28.792,77.1331,231
5,28.792,77.1331,213.5
6,28.792,77.1331,207
7,28.792,77.1331,187.5
8,28.792,77.1331,219.25
9,28.792,77.1331,295.5
10,28.792,77.1331,300.5
11,28.792,77.1331,113
12,28.792,77.1331,82
13,28.792,77.1331,68.25
14,28.792,77.1331,65.75
15,28.792,77.1331,75
16,28.792,77.1331,78.5
17,28.792,77.1331,82.75
18,28.792,77.1331,93.5
19,28.792,77.1331,107
20,28.792,77.1331,130.5
21,28.792,77.1331,143.75
22,28.792,77.1331,133
23,28.792,77.1331,129.5
0,28.792,77.1331,127.75
1,28.792,77.1331,126.25
2,28.792,77.1331,127.5
3,28.792,77.1331,138.5
4,28.792,77.1331,138.25
5,28.792,77.1331,135.5
6,28.792,77.1331,143.75
7,28.792,77.1331,147.5
8,28.792,77.1331,155.5
9,28.792,77.1331,163.5
10,28.792,77.1331,148
11,28.792,77.1331,124
17,28.792,77.1331,68
18,28.792,77.1331,74
19,28.792,77.1331,93
20,28.792,77.1331,112
21,28.792,77.1331,123.5
22,28.792,77.1331,120.5
23,28.792,77.1331,89
0,28.792,77.1331,83
1,28.792,77.1331,92
2,28.792,77.1331,81
3,28.792,77.1331,70
4,28.792,77.1331,56.5
5,28.792,77.1331,49
6,28.792,77.1331,47
7,28.792,77.1331,47
8,28.792,77.1331,28
9,28.792,77.1331,31.5
10,28.792,77.1331,35
11,28.792,77.1331,29
12,28.792,77.1331,23.5
13,28.792,77.1331,13
14,28.792,77.1331,8
15,28.792,77.1331,10
16,28.792,77.1331,12
18,28.792,77.1331,14
19,28.792,77.1331,19.5
20,28.792,77.1331,33
21,28.792,77.1331,40
22,28.792,77.1331,36.5
23,28.792,77.1331,35
0,28.792,77.1331,37
1,28.792,77.1331,39.5
2,28.792,77.1331,46
3,28.792,77.1331,46
4,28.792,77.1331,41.5
5,28.792,77.1331,40
6,28.792,77.1331,33.5
7,28.792,77.1331,29
8,28.792,77.1331,35.5
9,28.792,77.1331,41
10,28.792,77.1331,34.5
11,28.792,77.1331,31
12,28.792,77.1331,33.75
13,28.792,77.1331,34.75
14,28.792,77.1331,30.5
15,28.792,77.1331,30
16,28.792,77.1331,33
0,28.5517,77.275,235.02
1,28.5517,77.275,266.87
2,28.5517,77.275,198.44
3,28.5517,77.275,204.15
4,28.5517,77.275,186.46
5,28.5517,77.275,216.22
6,28.5517,77.275,195.68
7,28.5517,77.275,220.35
8,28.5517,77.275,231.46
9,28.5517,77.275,310.69
10,28.5517,77.275,239.1
11,28.5517,77.275,149.35
12,28.5517,77.275,46.43
13,28.5517,77.275,81.07
14,28.5517,77.275,91.07
15,28.5517,77.275,83.35
16,28.5517,77.275,86.51
17,28.5517,77.275,89.27
18,28.5517,77.275,141.45
19,28.5517,77.275,155.3
20,28.5517,77.275,165.26
21,28.5517,77.275,218.59
22,28.5517,77.275,302.91
23,28.5517,77.275,316.01
0,28.5517,77.275,298.54
1,28.5517,77.275,295.62
2,28.5517,77.275,266.54
3,28.5517,77.275,256.98
4,28.5517,77.275,263.1
5,28.5517,77.275,238.88
6,28.5517,77.275,233.21
7,28.5517,77.275,248.84
8,28.5517,77.275,269.71
9,28.5517,77.275,204.37
10,28.5517,77.275,154.07
11,28.5517,77.275,115.69
12,28.5517,77.275,66.58
13,28.5517,77.275,91.59
14,28.5517,77.275,72.83
15,28.5517,77.275,97.08
16,28.5517,77.275,74.26
17,28.5517,77.275,81.17
18,28.5517,77.275,106.01
19,28.5517,77.275,146.74
20,28.5517,77.275,183.29
21,28.5517,77.275,240.91
22,28.5517,77.275,299.85
23,28.5517,77.275,255.46
0,28.5517,77.275,262.48
1,28.5517,77.275,254.12
2,28.5517,77.275,221.71
3,28.5517,77.275,181.14
4,28.5517,77.275,191.38
5,28.5517,77.275,242.53
6,28.5517,77.275,279.05
7,28.5517,77.275,249.67
8,28.5517,77.275,225.41
9,28.5517,77.275,299.53
10,28.5517,77.275,186.46
11,28.5517,77.275,112.34
12,28.5517,77.275,91.17
13,28.5517,77.275,70.94
14,28.5517,77.275,74.45
15,28.5517,77.275,95.04
16,28.5517,77.275,91.66
17,28.5517,77.275,105.97
18,28.5517,77.275,133.14
19,28.5517,77.275,129.41
20,28.5517,77.275,129
21,28.5517,77.275,161.03
22,28.5517,77.275,167.7
23,28.5517,77.275,143.34
0,28.5517,77.275,120.37
1,28.5517,77.275,129.1
2,28.5517,77.275,100.98
3,28.5517,77.275,82.13
4,28.5517,77.275,78.23
5,28.5517,77.275,93.8
6,28.5517,77.275,78.59
7,28.5517,77.275,106.01
8,28.5517,77.275,127.02
9,28.5517,77.275,88.02
10,28.5517,77.275,103.28
11,28.5517,77.275,109.41
12,28.5517,77.275,70.66
13,28.5517,77.275,74.15
14,28.5517,77.275,62.55
15,28.5517,77.275,53.24
16,28.5517,77.275,60.55
17,28.5517,77.275,71.59
18,28.5517,77.275,75.6
19,28.5517,77.275,78.21
20,28.5517,77.275,69.22
21,28.5517,77.275,90.39
22,28.5517,77.275,73.68
23,28.5517,77.275,81.5
0,28.5517,77.275,91.9
1,28.5517,77.275,82.68
2,28.5517,77.275,83.5
3,28.5517,77.275,72.36
4,28.5517,77.275,70.3
5,28.5517,77.275,64.34
6,28.5517,77.275,53.82
7,28.5517,77.275,50.22
8,28.5517,77.275,48.65
9,28.5517,77.275,65.94
10,28.5517,77.275,60.2
11,28.5517,77.275,73.13
12,28.5517,77.275,74.51
13,28.5517,77.275,64.55
14,28.5517,77.275,44.18
15,28.5517,77.275,46.88
16,28.5517,77.275,54.59
17,28.5517,77.275,45.31
18,28.5517,77.275,49.65
19,28.5517,77.275,53.51
20,28.5517,77.275,55.93
21,28.5517,77.275,64.71
22,28.5517,77.275,66.8
23,28.5517,77.275,66.63
0,28.5517,77.275,93.99
1,28.5517,77.275,79.9
2,28.5517,77.275,91.32
3,28.5517,77.275,77.68
4,28.5517,77.275,77.09
5,28.5517,77.275,78.1
6,28.5517,77.275,66.41
7,28.5517,77.275,95.45
8,28.5517,77.275,90.32
9,28.5517,77.275,60.38
10,28.5517,77.275,60.33
11,28.5517,77.275,51.33
12,28.5517,77.275,20.46
13,28.5517,77.275,32.41
14,28.5517,77.275,64.56
15,28.5517,77.275,70.95
16,28.5517,77.275,71.86
17,28.5517,77.275,57.23
18,28.5517,77.275,60.78
19,28.5517,77.275,96.76
20,28.5517,77.275,98.02
21,28.5517,77.275,109.15
22,28.5517,77.275,140.27
23,28.5517,77.275,131.11
0,28.5517,77.275,124.91
1,28.5517,77.275,135.13
2,28.5517,77.275,150.11
3,28.5517,77.275,140.65
4,28.5517,77.275,155.13
5,28.5517,77.275,187.85
6,28.5517,77.275,128.63
7,28.5517,77.275,100.44
8,28.5517,77.275,105.86
9,28.5517,77.275,104.26
10,28.5517,77.275,97.25
11,28.5517,77.275,102.01
12,28.5517,77.275,79.95
13,28.5517,77.275,88.84
14,28.5517,77.275,61.45
15,28.5517,77.275,53.91
16,28.5517,77.275,33.07
17,28.5517,77.275,49.43
18,28.5517,77.275,65.52
19,28.5517,77.275,137.32
20,28.5517,77.275,187.95
21,28.5517,77.275,204.09
22,28.5517,77.275,232.67
23,28.5517,77.275,250.91
0,28.5517,77.275,227.39
1,28.5517,77.275,170.87
2,28.5517,77.275,136.07
3,28.5517,77.275,130.06
4,28.5517,77.275,173.6
5,28.5517,77.275,285.64
6,28.5517,77.275,350.36
7,28.5517,77.275,252.64
8,28.5517,77.275,216.93
9,28.5517,77.275,249.33
10,28.5517,77.275,147.49
11,28.5517,77.275,96.95
12,28.5517,77.275,54.08
13,28.5517,77.275,61.03
14,28.5517,77.275,31.01
15,28.5517,77.275,38.51
16,28.5517,77.275,34.25
17,28.5517,77.275,47.15
18,28.5517,77.275,61.79
19,28.5517,77.275,84.1
20,28.5517,77.275,104.08
21,28.5517,77.275,108.82
22,28.5517,77.275,118.11
23,28.5517,77.275,141.96
0,28.5517,77.275,191.2
1,28.5517,77.275,165.51
2,28.5517,77.275,162.24
3,28.5517,77.275,178.22
4,28.5517,77.275,160.09
5,28.5517,77.275,124.64
6,28.5517,77.275,160.83
7,28.5517,77.275,193.27
8,28.5517,77.275,155.68
9,28.5517,77.275,108.5
10,28.5517,77.275,77.11
11,28.5517,77.275,87.07
12,28.5517,77.275,66.18
13,28.5517,77.275,31.76
14,28.5517,77.275,13.98
15,28.5517,77.275,39.59
16,28.5517,77.275,40.4
17,28.5517,77.275,48.02
18,28.5517,77.275,110.32
19,28.5517,77.275,125.72
20,28.5517,77.275,147.97
21,28.5517,77.275,136.63
22,28.5517,77.275,150.01
23,28.5517,77.275,188.94
0,28.5517,77.275,177.16
1,28.5517,77.275,224.28
2,28.5517,77.275,244.93
3,28.5517,77.275,250.31
4,28.5517,77.275,241.29
5,28.5517,77.275,251.38
6,28.5517,77.275,202.58
7,28.5517,77.275,226.74
8,28.5517,77.275,247.77
9,28.5517,77.275,195.17
10,28.5517,77.275,152.94
11,28.5517,77.275,89.44
12,28.5517,77.275,55.97
13,28.5517,77.275,50.65
14,28.5517,77.275,35.06
15,28.5517,77.275,55.08
16,28.5517,77.275,66.61
17,28.5517,77.275,83.6
18,28.5517,77.275,109.29
19,28.5517,77.275,129.51
20,28.5517,77.275,133.73
21,28.5517,77.275,152.97
22,28.5517,77.275,84.62
23,28.5517,77.275,92.66
0,28.5517,77.275,105.06
1,28.5517,77.275,131.01
2,28.5517,77.275,97.76
3,28.5517,77.275,73.73
4,28.5517,77.275,97.93
5,28.5517,77.275,110.46
6,28.5517,77.275,119.81
7,28.5517,77.275,98.79
8,28.5517,77.275,106.98
9,28.5517,77.275,128.8
10,28.5517,77.275,149.42
11,28.5517,77.275,128.16
12,28.5517,77.275,72.35
13,28.5517,77.275,59.08
14,28.5517,77.275,72.15
15,28.5517,77.275,59.59
16,28.5517,77.275,81.01
17,28.5517,77.275,118.94
18,28.5517,77.275,101.87
19,28.5517,77.275,83.92
20,28.5517,77.275,95.41
21,28.5517,77.275,102.56
22,28.5517,77.275,98.41
23,28.5517,77.275,113.1
0,28.5517,77.275,131.17
1,28.5517,77.275,137.98
2,28.5517,77.275,110.77
3,28.5517,77.275,92.59
4,28.5517,77.275,111.03
5,28.5517,77.275,78.23
6,28.5517,77.275,14.43
7,28.5517,77.275,7.86
8,28.5517,77.275,32.87
9,28.5517,77.275,45.31
10,28.5517,77.275,357.79
11,28.5517,77.275,35.32
12,28.5517,77.275,51.44
13,28.5517,77.275,28.47
14,28.5517,77.275,3.19
15,28.5517,77.275,11.29
16,28.5517,77.275,14.77
17,28.5517,77.275,44.05
18,28.5517,77.275,33.45
19,28.5517,77.275,50.82
20,28.5517,77.275,55.39
21,28.5517,77.275,46.31
22,28.5517,77.275,18.13
23,28.5517,77.275,28.15
0,28.5517,77.275,56.48
1,28.5517,77.275,65.63
2,28.5517,77.275,65.56
3,28.5517,77.275,26.15
4,28.5517,77.275,51.12
5,28.5517,77.275,48.1
6,28.5517,77.275,49.31
7,28.5517,77.275,39.66
8,28.5517,77.275,32.46
9,28.5517,77.275,44.95
10,28.5517,77.275,44.6
11,28.5517,77.275,65.11
12,28.5517,77.275,23.58
13,28.5517,77.275,36.15
14,28.5517,77.275,59.19
15,28.5517,77.275,77.01
16,28.5517,77.275,34.95
0,28.6812,77.3047,142.12
1,28.6812,77.3047,125.12
2,28.6812,77.3047,139.9
3,28.6812,77.3047,185.62
4,28.6812,77.3047,175.2
5,28.6812,77.3047,163.32
6,28.6812,77.3047,130.83
7,28.6812,77.3047,134.75
8,28.6812,77.3047,200.52
9,28.6812,77.3047,237.5
10,28.6812,77.3047,246.17
11,28.6812,77.3047,180.45
12,28.6812,77.3047,138.25
13,28.6812,77.3047,74.2
14,28.6812,77.3047,74.95
15,28.6812,77.3047,69.65
16,28.6812,77.3047,65.12
17,28.6812,77.3047,57.7
18,28.6812,77.3047,81.97
19,28.6812,77.3047,67.78
20,28.6812,77.3047,121.5
21,28.6812,77.3047,132.53
22,28.6812,77.3047,146.12
23,28.6812,77.3047,163.2
0,28.6812,77.3047,184.6
1,28.6812,77.3047,151.3
2,28.6812,77.3047,165.25
3,28.6812,77.3047,147.05
4,28.6812,77.3047,117
5,28.6812,77.3047,130
6,28.6812,77.3047,141.93
7,28.6812,77.3047,119.55
8,28.6812,77.3047,136.1
9,28.6812,77.3047,147.72
10,28.6812,77.3047,154.07
11,28.6812,77.3047,124.2
12,28.6812,77.3047,135.78
13,28.6812,77.3047,107.1
14,28.6812,77.3047,106.6
15,28.6812,77.3047,75
16,28.6812,77.3047,45.65
17,28.6812,77.3047,70.9
18,28.6812,77.3047,74.67
19,28.6812,77.3047,98.85
20,28.6812,77.3047,114.53
21,28.6812,77.3047,158.47
22,28.6812,77.3047,150.77
23,28.6812,77.3047,173.8
0,28.6812,77.3047,162.97
1,28.6812,77.3047,151.38
2,28.6812,77.3047,158.43
3,28.6812,77.3047,148.62
4,28.6812,77.3047,165.07
5,28.6812,77.3047,161.68
6,28.6812,77.3047,196.47
7,28.6812,77.3047,193.12
8,28.6812,77.3047,208.6
9,28.6812,77.3047,219.73
10,28.6812,77.3047,187
11,28.6812,77.3047,158.95
12,28.6812,77.3047,152.32
13,28.6812,77.3047,122.62
14,28.6812,77.3047,100.15
15,28.6812,77.3047,91.97
16,28.6812,77.3047,82.45
17,28.6812,77.3047,94.9
18,28.6812,77.3047,98.25
19,28.6812,77.3047,85.9
20,28.6812,77.3047,104.98
21,28.6812,77.3047,128.93
22,28.6812,77.3047,132.97
23,28.6812,77.3047,92.8
0,28.6812,77.3047,92.3
1,28.6812,77.3047,94.3
2,28.6812,77.3047,69.08
3,28.6812,77.3047,87.9
4,28.6812,77.3047,109.5
5,28.6812,77.3047,85.97
6,28.6812,77.3047,59.6
7,28.6812,77.3047,60.9
8,28.6812,77.3047,73.1
9,28.6812,77.3047,58.8
10,28.6812,77.3047,81.8
11,28.6812,77.3047,77.47
12,28.6812,77.3047,70.62
13,28.6812,77.3047,49.27
14,28.6812,77.3047,44.32
15,28.6812,77.3047,54.38
16,28.6812,77.3047,73.22
17,28.6812,77.3047,49.28
18,28.6812,77.3047,76.97
19,28.6812,77.3047,72.15
20,28.6812,77.3047,86.93
21,28.6812,77.3047,91.95
22,28.6812,77.3047,75.2
23,28.6812,77.3047,66.4
0,28.6812,77.3047,40.1
1,28.6812,77.3047,39.08
2,28.6812,77.3047,59.47
3,28.6812,77.3047,80.22
4,28.6812,77.3047,72.1
5,28.6812,77.3047,58.08
6,28.6812,77.3047,80.72
7,28.6812,77.3047,82.9
8,28.6812,77.3047,70.8
9,28.6812,77.3047,69.55
10,28.6812,77.3047,82
11,28.6812,77.3047,83.6
13,28.6812,77.3047,55.1
14,28.6812,77.3047,70.05
15,28.6812,77.3047,41.17
16,28.6812,77.3047,32.12
17,28.6812,77.3047,55.53
18,28.6812,77.3047,35.55
19,28.6812,77.3047,54.83
20,28.6812,77.3047,64.28
21,28.6812,77.3047,82.55
22,28.6812,77.3047,72.65
23,28.6812,77.3047,95.15
0,28.6812,77.3047,52.02
1,28.6812,77.3047,31.83
2,28.6812,77.3047,31.95
3,28.6812,77.3047,46.68
4,28.6812,77.3047,37.7
5,28.6812,77.3047,69.72
6,28.6812,77.3047,38
7,28.6812,77.3047,34.82
8,28.6812,77.3047,46.47
9,28.6812,77.3047,75.62
10,28.6812,77.3047,118.95
11,28.6812,77.3047,70.8
12,28.6812,77.3047,70.72
13,28.6812,77.3047,49.55
14,28.6812,77.3047,33.1
15,28.6812,77.3047,69.1
16,28.6812,77.3047,38.45
17,28.6812,77.3047,55.98
18,28.6812,77.3047,53.45
19,28.6812,77.3047,76.1
20,28.6812,77.3047,77.2
21,28.6812,77.3047,113.32
22,28.6812,77.3047,123.95
23,28.6812,77.3047,138.4
0,28.6812,77.3047,111.62
1,28.6812,77.3047,85.8
2,28.6812,77.3047,123.45
3,28.6812,77.3047,138.23
4,28.6812,77.3047,110.43
5,28.6812,77.3047,122.08
6,28.6812,77.3047,148.65
7,28.6812,77.3047,169.33
8,28.6812,77.3047,180.6
9,28.6812,77.3047,137.95
10,28.6812,77.3047,160.5
11,28.6812,77.3047,129.7
12,28.6812,77.3047,132.02
13,28.6812,77.3047,75.3
14,28.6812,77.3047,108.75
15,28.6812,77.3047,55.85
16,28.6812,77.3047,70.55
17,28.6812,77.3047,53.1
18,28.6812,77.3047,58.1
19,28.6812,77.3047,92.5
20,28.6812,77.3047,98.28
21,28.6812,77.3047,117.53
22,28.6812,77.3047,125.3
23,28.6812,77.3047,125.1
0,28.6812,77.3047,159.67
1,28.6812,77.3047,149.88
2,28.6812,77.3047,137.43
3,28.6812,77.3047,112.5
4,28.6812,77.3047,151.85
5,28.6812,77.3047,165.8
6,28.6812,77.3047,204.38
7,28.6812,77.3047,233.48
8,28.6812,77.3047,262.98
9,28.6812,77.3047,257.25
10,28.6812,77.3047,241.1
11,28.6812,77.3047,170.2
12,28.6812,77.3047,148.25
13,28.6812,77.3047,101.42
14,28.6812,77.3047,84.25
15,28.6812,77.3047,55.5
16,28.6812,77.3047,36.55
17,28.6812,77.3047,46.42
18,28.6812,77.3047,58.4
19,28.6812,77.3047,57.23
20,28.6812,77.3047,123.22
21,28.6812,77.3047,92.18
22,28.6812,77.3047,92.97
23,28.6812,77.3047,116
0,28.6812,77.3047,81.57
1,28.6812,77.3047,43.23
2,28.6812,77.3047,111.62
3,28.6812,77.3047,80.3
4,28.6812,77.3047,83.8
5,28.6812,77.3047,86.1
6,28.6812,77.3047,89.35
7,28.6812,77.3047,105.03
8,28.6812,77.3047,116.1
9,28.6812,77.3047,116.07
10,28.6812,77.3047,106.93
11,28.6812,77.3047,113.45
12,28.6812,77.3047,124.35
13,28.6812,77.3047,101.83
14,28.6812,77.3047,72.38
15,28.6812,77.3047,64.43
16,28.6812,77.3047,68.9
17,28.6812,77.3047,60.88
18,28.6812,77.3047,49.78
19,28.6812,77.3047,81.6
20,28.6812,77.3047,84.53
21,28.6812,77.3047,98.53
22,28.6812,77.3047,105.43
23,28.6812,77.3047,116.9
0,28.6812,77.3047,174.6
1,28.6812,77.3047,175.1
2,28.6812,77.3047,178.62
3,28.6812,77.3047,189.3
4,28.6812,77.3047,193.28
5,28.6812,77.3047,180.1
6,28.6812,77.3047,184.25
7,28.6812,77.3047,232.25
8,28.6812,77.3047,248
9,28.6812,77.3047,252.82
10,28.6812,77.3047,188.2
11,28.6812,77.3047,147.95
12,28.6812,77.3047,94.7
13,28.6812,77.3047,58.3
14,28.6812,77.3047,63.25
15,28.6812,77.3047,78.9
16,28.6812,77.3047,74.15
17,28.6812,77.3047,89.3
18,28.6812,77.3047,88.2
19,28.6812,77.3047,64.7
20,28.6812,77.3047,130.5
21,28.6812,77.3047,118.8
22,28.6812,77.3047,114.3
23,28.6812,77.3047,100.4
0,28.6812,77.3047,119
1,28.6812,77.3047,95.82
2,28.6812,77.3047,100.75
3,28.6812,77.3047,112.03
4,28.6812,77.3047,119.62
5,28.6812,77.3047,128.62
6,28.6812,77.3047,103.88
7,28.6812,77.3047,94.35
8,28.6812,77.3047,111.4
9,28.6812,77.3047,110.7
10,28.6812,77.3047,111.28
11,28.6812,77.3047,84.22
12,28.6812,77.3047,125.75
13,28.6812,77.3047,103.67
14,28.6812,77.3047,100.25
15,28.6812,77.3047,77.8
16,28.6812,77.3047,65.1
17,28.6812,77.3047,85.92
18,28.6812,77.3047,80.85
19,28.6812,77.3047,104.7
20,28.6812,77.3047,101.35
21,28.6812,77.3047,113.4
22,28.6812,77.3047,128.68
23,28.6812,77.3047,142
0,28.6812,77.3047,121.17
1,28.6812,77.3047,77.2
2,28.6812,77.3047,120.42
3,28.6812,77.3047,85
4,28.6812,77.3047,81.4
5,28.6812,77.3047,47.02
6,28.6812,77.3047,61.33
7,28.6812,77.3047,32.73
8,28.6812,77.3047,43.27
9,28.6812,77.3047,41.15
10,28.6812,77.3047,24
11,28.6812,77.3047,23.35
12,28.6812,77.3047,35.98
13,28.6812,77.3047,20.98
14,28.6812,77.3047,12.3
15,28.6812,77.3047,10
16,28.6812,77.3047,13.9
17,28.6812,77.3047,11.12
18,28.6812,77.3047,19.9
19,28.6812,77.3047,17.57
20,28.6812,77.3047,51.55
21,28.6812,77.3047,66.05
22,28.6812,77.3047,50.52
23,28.6812,77.3047,57.1
0,28.6812,77.3047,56.18
1,28.6812,77.3047,47.92
2,28.6812,77.3047,61.3
3,28.6812,77.3047,58.65
4,28.6812,77.3047,35.85
5,28.6812,77.3047,22.3
6,28.6812,77.3047,60.38
7,28.6812,77.3047,57.92
8,28.6812,77.3047,34.15
9,28.6812,77.3047,48.4
10,28.6812,77.3047,46.2
12,28.6812,77.3047,25.1
13,28.6812,77.3047,31.98
14,28.6812,77.3047,30.92
15,28.6812,77.3047,21.75
16,28.6812,77.3047,22.1
0,28.630362,77.197293,167.25
1,28.630362,77.197293,151.5
2,28.630362,77.197293,138.5
3,28.630362,77.197293,161
4,28.630362,77.197293,133.25
5,28.630362,77.197293,127.25
6,28.630362,77.197293,145.25
7,28.630362,77.197293,189.5
8,28.630362,77.197293,219.25
9,28.630362,77.197293,205.75
10,28.630362,77.197293,210.5
11,28.630362,77.197293,136.75
12,28.630362,77.197293,104.25
13,28.630362,77.197293,87.5
14,28.630362,77.197293,79
15,28.630362,77.197293,72.5
16,28.630362,77.197293,64.75
17,28.630362,77.197293,75.75
18,28.630362,77.197293,82.5
19,28.630362,77.197293,83.25
20,28.630362,77.197293,106.75
21,28.630362,77.197293,137
22,28.630362,77.197293,168.25
23,28.630362,77.197293,211.25
0,28.630362,77.197293,246.5
1,28.630362,77.197293,235.25
2,28.630362,77.197293,211.5
3,28.630362,77.197293,196.5
4,28.630362,77.197293,174.75
5,28.630362,77.197293,146
6,28.630362,77.197293,133.5
7,28.630362,77.197293,135.25
8,28.630362,77.197293,159.25
9,28.630362,77.197293,210.25
10,28.630362,77.197293,210.75
11,28.630362,77.197293,128.75
